5847	vie	Tôi chấp nhận, nhưng có một điều kiện.
5848	vie	Có thuyết cho là lý thuyết không khác gì với thực hành, nhưng trong thực hành thì lại có khác.
5849	vie	Chuyện giữa chúng ta kết thúc rồi. Trả lại tôi chiếc nhẫn!
5850	vie	Đang mưa.
5851	vie	Tôi tính đi ra biển chơi nhưng trời lại bắt đầu mưa.
5852	vie	Cô ấy thông minh lắm phải không?
5853	vie	Công lý rất đắt.
5854	vie	Ngày mai tôi sẽ học ở thư viện.
5855	vie	Muộn quá.
5856	vie	Này, này, bạn còn ở đó không?
5857	vie	Tôi đọc sách lúc ăn cơm.
5858	vie	"Đang lúc ăn chưa, tôi ngủ một hồi tại vì mệt quá.
5859	vie	Tuần trước tôi mới bắt đầu học tiếng Trung quốc.
5860	vie	Tôi ở gần biển cho nên có nhiều cơ hội đi ra biển chơi.
5861	vie	Chúng mình đi qua London năm vừa rồi
5862	vie	Cô ấy không muốn nói về chuyện đấy.
5863	vie	Tôi đã mất hưng.
5864	vie	Tôi cần thêm thì giờ.
5865	vie	Cái đó không có ý nghĩa gì hết mà!
5866	vie	Làm ơn kiên nhẫn một chút đi, cái này phải tốn thì giờ.
5867	vie	Không tồn tại vấn đề mà không có giải pháp.
5868	vie	Rất nhiều người ngại dậy sớm, cho dù họ phải làm điều đó.
5869	vie	Có lý tưởng là điều tốt... bạn nghĩ sao?
5870	vie	Lúc máy bay gặp gió xoáy, phi công yêu cầu hành khách thắt dây an toàn.
5871	vie	Tùy theo bạn cách nghĩa sự "tin" Chúa là sao.
5872	vie	Những người tham gia chương trình Maury Povich thường giả vờ rằng người yêu đang lừa dối họ.
5873	vie	Bạn bè tôi nói tôi là người viết nhiều nhưng mấy tháng rồi tôi chưa viết cái gì hêt.
5874	vie	Johnson là người hơi tự kỉ; anh ấy thích tách biệt mình với các học sinh khác trong lớp.
5875	vie	Tôi muốn lấy lại lời tuyên bố của tôi.
5876	vie	Tim rất thích truyện cười mỉa mai.
5877	vie	Jimmy cố thuyết phục bố mẹ để anh có thể đi vòng quanh đất nước với bạn.
5878	vie	Một bước Salsa tôi cũng không nhảy được.
5879	vie	Thằng giết người bị xử tù chung thân.
5880	vie	Cuộc biểu quyết chỉ ra rằng chúng ta phản đối ý kiến được đưa ra.
5881	vie	Tôi thấy những từ mà giải thích ngắn gọn thì luôn dễ nhớ nhất.
5882	vie	Tôi mơ đến bạn.
5883	vie	Tôi không thua đâu!
5884	vie	Sắp vô tiết rồi.
5885	vie	Nhưng bạn chưa nói tôi về chuyện này mà!
5886	vie	Tôi phải giặt đồ trong khi trời còn nắng.
5887	vie	Bạn còn rất nhiều thời gian.
5888	vie	Thôi nào! Nói chuyện với mình đi Trang.
5889	vie	Tôi sắp xong rồi.
5890	vie	Cái này làm tôi phát điên mất!
5891	vie	Bạn vừa nói rằng tôi không thể thắng được à?
5892	vie	Bên ngoài trời rất tối.
5893	vie	Tôi đã quá già cho thế giới này.
5894	vie	Không bao giờ trễ quá để học hỏi.
5895	vie	Anh ấy nói với tôi chuyện đời của anh.
5896	vie	Bạn đang nói cái gì vậy?
5897	vie	Tôi có lớp ngày mai.
5898	vie	Tôi không tin!
5899	vie	"Cám ơn." "Không có chi."
5901	vie	Bạn đến từ nước nào vậy?
5902	vie	Chúng tôi đã đi bộ rất nhiều.
5903	vie	Chờ tí, có ai đang gõ cửa.
5904	vie	Bạn bị ốm rồi, nghỉ ngơi cho nhiều đi.
5905	vie	Ai cũng muốn tin rằng mọi giấc mơ đều có thể trở thành hiện thực.
5906	vie	Cậu nói rằng tôi đang gặp nguy hiểm đến tính mạng sao?
5907	vie	Bị gay thì sao? Cái đó cũng là tội à?
5908	vie	Tôi tốn hết buổi chiều tán chuyện với đám bạn.
5909	vie	Tôi muốn tự lập hơn.
5910	vie	Cậu định đứng đó cả ngày hay sao?
5911	vie	Thỏ có tai dài và đuôi ngắn.
5912	vie	Tim tôi tràn ngập hạnh phúc.
5913	vie	Tôi không muốn nghe thêm bất kì lời than vãn nào từ cậu nữa.
5914	vie	Hay quá! Tôi thắng hai lần liền!
5915	vie	Tôi ngán thức ăn nhanh quá rồi.
5916	vie	Tôi không đợi được tới lúc nghỉ hè.
5917	vie	Bạn có thể hình dung được cuộc sống sẽ như thế nào nếu không có điện không?
5918	vie	Một, hai, ba, bốn, năm, sáu, bảy, tám, chín, mười.
5919	vie	Nhà vệ sinh ở đâu vậy?
5920	vie	Chuyện của nó tào lao đến nỗi chẳng ai tin được.
5921	vie	Bạn cần bao nhiêu tiếng đồng hồ để ngủ vậy?
5922	vie	Bạn thực sự nghĩ rằng con người một ngày nào đó có thể định cư trên Mặt trăng không?
5923	vie	Tôi không biết cái gì có thể xấu hơn nữa.
5924	vie	Vẻ đẹp chỉ tồn tại trong mắt của những người hiểu được nó.
5925	vie	Tôi lười làm bài quá.
5926	vie	Tôi cảm thấy mình rất tự do.
5927	vie	Tự do không đồng nghĩa với được tự do.
5928	vie	Tôi muốn có máy MP3!
5929	vie	Em trai tôi rất là tự tin. Ít nhất chính nó nghĩ như vậy.
5930	vie	Không, tôi không cho bạn vào được. Đã nhiều người quá rồi.
5931	vie	Mày làm tao tức quá!
5932	vie	Chia sẻ đam mê của ai đó chính là sống thật trọn vẹn với nó.
5933	vie	Cuộc đời không dài nhưng rộng!
5934	vie	Hồi tôi bằng tuổi cậu, Diêm Vương vẫn còn là một hành tinh.
5935	vie	Tôi thường tắm vào buổi tối.
5936	vie	Bạn đã suy nghĩ về vấn đề này hết cả buổi sáng rồi. Đi ăn trưa đi.
5937	vie	Nếu tôi không làm bay giờ thì tôi sẽ không bao giờ làm hết.
5938	vie	Ngủ ngon. Chúc bạn nhiều giấc mơ đẹp.
5939	vie	Có lẽ bạn nói đúng, tôi đã quá ích kỷ.
5940	vie	Tôi sắp cạn ý tưởng rồi.
5941	vie	Tôi cần lời chỉ bảo của bạn.
337899	vie	Tôi tình cờ gặp lại người bạn cũ.
337900	vie	Cô ta có đôi lúc tới thăm tôi.
337901	vie	Từ thuở còn nhỏ tôi đã thích phiêu lưu.
337902	vie	Tôi không biết đi đâu.
337904	vie	Mình nên tự lo cho bản thân mình.
337906	vie	Điểm đầu tiên cần làm rõ là bản thiết kế chỉ mang tính cách thí nghiệm.
337907	vie	Cho tôi mượn cái gì đấy để cắt sợi dây này.
337909	vie	Sự thất bại của anh ấy không có liên quan gì tới tôi.
337910	vie	Anh ấy vừa tìm gì đó trong bóng tối.
337912	vie	Quyển sách này thật là cũ!
337913	vie	Tôi đã có cơ hội gặp anh ấy.
337914	vie	Anh ấy hôm nay vui vẻ phấn chấn.
337916	vie	Vì hơi bị cảm lạnh, nên tôi đi ngủ sớm.
337917	vie	Xin hãy giải thích lý do vì sao cô ta đã bị bắt giữ.
337920	vie	John là một thanh niên người Mỹ.
337922	vie	Bản phân tích này đưa ra kết quả sau đây.
337924	vie	Tôi có một chiếc xe đạp.
337926	vie	Và anh ta tự xưng mình là thủy thủ.
337928	vie	Em học sinh nhút nhát lẩm bẩm ra câu trả lời.
337929	vie	Họ đã có một cuộc sống hạnh phúc.
337930	vie	Bạn không thể uống nước biển vì nó quá mặn.
337931	vie	Sẽ tạnh mưa sớm thôi.
337932	vie	Đừng uống bia trước khi đi ngủ.
337934	vie	Tại sao bạn lại có thể không biết được?
337935	vie	Rửa chân đi.
337936	vie	Tôi quá mệt rồi nên không đi bộ được nữa đâu.
337944	vie	Cửa hàng này chỉ phục vụ học sinh sinh viên.
337945	vie	Buổi sáng bạn rời khỏi nhà vào lúc mấy giờ?
337946	vie	Nhanh nữa lên, không cậu sẽ bị muộn mất.
337947	vie	Tôi không hợp với việc làm chân tay.
337949	vie	Rất nhiều thực vật nở hoa vào mùa Xuân.
337950	vie	Lời cầu nguyện của tôi đã được đáp lại.
337951	vie	Tôi biết lái xe ô-tô, nhưng Tom thì không.
337953	vie	Họ đã đi săn sư tử.
337954	vie	Lực lượng vũ trang đã thâu tóm toàn bộ lãnh thổ.
337955	vie	Cầu thang hẹp thật!
337956	vie	Đối với người nước ngoài thì ở Nhật trần nhà khá thấp.
337957	vie	Tôi ghét những thứ đó.
337958	vie	Thật ra thì tôi thích ở nhà hơn là đi ra ngoài.
382139	vie	Cuộc đời tươi đẹp.
382534	vie	Ông tôi thức dậy sớm.
393371	vie	KHông gì có thể tả xiết sức hấp dẫn của cô ấy
393373	vie	Tôi định sẽ nói với anh sự thật
393375	vie	Việc anh ấy thi đậu bằng lái xe làm mọi người rất ngạc nhiên
393376	vie	Tôi không thể chịu đựng tiếng ồn này thêm nữa
393379	vie	Anh ta kiếm được nhiều tiền hơn mức có thể tiêu hết
393382	vie	Anh ta bị thương trong khi làm việc
393383	vie	Anh ta gặp tai nạn trong khi làm việc
402235	vie	Tiu bendo ne gluecas.
405410	vie	Em yêu anh!
407099	vie	Bạn có thể ăn gì cũng được, miễn là đừng ăn quá nhiều.
407100	vie	Nếu mà thế giới không như thế này, cái gì tôi cũng tin.
407106	vie	Chúng tôi đã gặp một ông nhà văn.
407107	vie	Con đường dài.
407109	vie	Anh ấy ngủ say như một đứa bé.
407114	vie	Tôi định gọi cho cô ấy mà lại quên mất.
407117	vie	Tôi không muốn uống gì cả.
407199	vie	Chỉ có những người thất nghiệp mới hẹn hò vào thứ tư.
407201	vie	Đưa tôi chìa của cái khóa này đi!
409241	vie	Kính của tôi đâu mất rồi?
409529	vie	Ai mua bánh mỳ không?
409530	vie	Hôm nay chúng ta sẽ ăn cơm với thịt gà rán.
409531	vie	Không, em thích ăn cháo cơ.
409532	vie	Ăn cơm mãi chán lắm rồi!
409533	vie	Chán cũng phải ăn.
409534	vie	Cơm mẹ nấu ngon lắm đấy!
409537	vie	Bố bảo nếu mà em không ăn thì bố sẽ đánh đòn.
409541	vie	Em bé khóc rồi.
409543	vie	Sao em ấy lại khóc?
409544	vie	Ngày mai mẹ sẽ nấu món gì?
409545	vie	Ngày mai còn xa lắm.
409546	vie	Em thích con gấu bông màu đen kia kìa.
409547	vie	Con gấu bông màu xanh đẹp hơn chứ.
409548	vie	Buổi triển lãm sẽ được tổ chức vào tháng sau.
409549	vie	Bác sĩ bảo tôi phải cai thuốc đi.
409551	vie	Em ngủ sớm đi.
409552	vie	Mai chúng ta phải đi thi đấy.
409553	vie	Chúc bạn thi tốt nhé!
409554	vie	Anh đã chuẩn bị xong chưa?
409555	vie	Một con vịt xòe ra hai cái cánh.
409556	vie	Con vịt kêu quác quác.
409557	vie	Đừng làm phiền người ta nữa!
409560	vie	Cô ấy đã hết kiên nhẫn rồi.
409561	vie	Trời sắp mưa to rồi.
410148	vie	Bộ phim này chán òm!
410854	vie	Hôm qua anh ta nói dối đấy.
418913	vie	Cậu bé ném đá con ếch.
418934	vie	Đấy là sách của họ.
418935	vie	Bức tường đó dài 30 yard.
421462	vie	Tôi chỉ muốn kiểm tra hòm thư điện tử thôi.
451795	vie	Nenormalas havi la koron dekstraflanke.
472113	vie	Nếu như câu bạn yêu cầu chưa được dịch, hãy viết nội dung của nó vào khung.
477209	vie	Tôi thường thức dậy lúc 08:00.
477596	vie	Tất cả mọi người sinh ra đều được tự do và bình đẳng về nhân phẩm và quyền lợi. Mọi con người đều được tạo hóa ban cho lý trí và lương tâm và cần phải đối xử với nhau trong tình anh em.
478589	vie	Vậy bạn có quan tâm không?
478621	vie	Tôi yêu em rất nhiều
478631	vie	Bạn bên cạnh tôi thì bây giờ mọi thứ êm xuôi rồi
479113	vie	Tôi đi chơi, anh đi không?
480207	vie	sau hơn hai ngày dầm mình giữa sóng to gió lớn
480209	vie	vì sao lại như thế
481313	vie	Tốc độ tăng trường kinh tế đang tăng lên
486447	vie	Anh làm ngành gì ?
488429	vie	Tôi sắp sinh em bé
488444	vie	bạn thật tuyệt vời
488488	vie	Tôi biết em là người đã có tuổi, sự khao khát không còn mảnh liệt như trước, đã trãi nghiệm những cảm xúc tột cùng của tình yêu, mọi thứ đối với em giờ chỉ còn trong kí ức.
488489	vie	con nhớ mẹ quá
488932	vie	Giáo viên của chúng tôi hẳn phải học tiếng Anh rất chăm chỉ khi ông còn là một học sinh trung học.
488933	vie	Lần đầu tiên tôi chơi quần vợt là khi tôi 16 tuổi
488936	vie	Đừng dọa tôi như vậy nữa!
488938	vie	Tối qua bạn đi ngủ khi nào?
488940	vie	Mọi thứ bạn phải làm là thực hiện theo lời khuyên của anh ấy.
488942	vie	Cô ấy sẽ được chuyển tới New Zealand.
488944	vie	Chúng tôi sống ở nông thôn trong suốt mùa hè.
488946	vie	Tôi đã không đi học ngày hôm qua.
488947	vie	Anh ấy đang làm việc chăm chỉ để theo kịp những người khác.
488948	vie	Con mèo đã đuổi sau con chuột.
488950	vie	Bề mặt của khí cầu không phải là một không gian Euclide, và do đó không thể tuân theo các quy tắc của hình học Euclide.
488951	vie	Tôi có thể hỏi về gia đình bạn được không?
489394	vie	Xin lỗi vì đã chậm phúc đáp
489427	vie	Lưu ý rằng đối với cùng một câu, nếu bạn cảm thấy có thể có nhiều bản dịch, bạn có thể thêm một số bản dịch đó trong cùng một ngôn ngữ.
489428	vie	Lưu ý rằng đối với cùng một câu, nếu bạn cảm thấy có thể có nhiều bản dịch, bạn có thể thêm một số bản dịch đó với cùng một ngôn ngữ.
489434	vie	Chúng ta phải thực hiện kế hoạch đó.
489435	vie	Anh ta đến đây vì mục đích gì?
489437	vie	Miễn sao nó không bị cảm lạnh là được.
489440	vie	Cô ấy đã cho tôi 1 chiếc đồng hồ.
489441	vie	Người đàn ông đã thổi khói vào mặt cô ấy.
489447	vie	Quốc gia bạn ở có nhiều tuyết không?
489448	vie	Cuối cùng thì Ted đã có thể truyền đạt suy nghĩ của mình bằng tiếng Nhật.
489450	vie	Tôi đã đến châu Âu trước khi có chiến tranh.
489451	vie	Một phần trong câu chuyện của ông là sự thật.
489452	vie	Vui lòng đọc các con số trên đồng hồ đo điện.
489509	vie	Năm ký tự đầu tiên trong địa chỉ mail của bạn là gì ?
489547	vie	Làm sao để dịch tiếng anh hay nhất
489771	vie	Tôi đếm tia sáng những chòm sao như một lời tiên đoán cho tình yêu của mình.
489976	vie	Con Tàu sẽ rời khỏi Honolulu vào ngày mai
490533	vie	Vui lòng đọc các con số trên đồng hồ đo nước.
490550	vie	Khá ít người có cả hai chiếc xe ô tô.
490575	vie	Cà phê này có vị khét.
490592	vie	Này! Bạn đang làm con đường bị tắc nghẽn đấy!
490601	vie	Tôi nhớ rất rõ những ký ức về thời thơ ấu của mình.
490609	vie	Anh ấy đã nhận việc phụ trách công ty của cha mình.
490613	vie	Cô ấy đã ghi chép tên và địa chỉ theo yêu cầu
490617	vie	Giấy được làm từ gỗ.
490619	vie	Tiếp theo tôi phải làm gì?
490662	vie	Ta phải giết ngươi vì đã làm lãng phí thời gian của ta.
490664	vie	Bạn đang lái xe cứ như một kẻ điên vậy!
490676	vie	Bạn có thể cho tôi một ví dụ không?
490678	vie	Anh ta có một cơ thể thật đẹp.
490680	vie	Chúng tôi bị thiếu nước trầm trọng trong mùa hè này.
490682	vie	Tôi dắt cho đi dạo dọc theo con sông vào mỗi sáng.
490685	vie	Anh ấy thấp hơn Tom.
490690	vie	Ở Tây Ban Nha, người ta phục vụ ăn trưa vào khoảng hai giờ.
490691	vie	Anh ta sống một mình.
490694	vie	Chiếc máy bay đã bay sát mặt trước khi nó đâm sầm xuống.
490695	vie	Tôi đã gặp cô ta tại bữa tiệc.
490704	vie	Bạn đã đi đến Cairo hayc Alexandria?
490707	vie	Anh ấy đã đến New York ngay khi nhận được lá thư.
490714	vie	Các sinh viên dành nhiều thời gian cho việc vui chơi.
490722	vie	Cảm thấy hơi chóng mặt, tôi đã ngồi xuống một lúc.
490725	vie	Lãng phí tài nguyên thiên nhiên lá một việc làm thật xấu hổ.
490736	vie	Khách sạn này có giá cả khá đắt so với một thị trấn như thế này.
490740	vie	Cứ lấy bao nhiêu bạn muốn.
490745	vie	Ngay khi nhìn thấy người mẹ, đứa trẻ đã liền nín khóc.
490747	vie	Mỗi câu văn trong quyển sách này đầu rất quan trọng.
490753	vie	Ông ấy đã học cách để nhận thức giá trị của văn học.
490758	vie	Cô ta đã sớm tái hôn.
490765	vie	Bạn có thấy phiền không nếu phải chờ một vài phút?
490768	vie	Cô ấy đã mua gì ở cửa hàng?
490769	vie	Tuy chú của tôi không còn trẻ nhưng ông vẫn rất khỏe mạnh.
490770	vie	Tôi thích ăn dưa hấu.
490771	vie	Tôi có thể tìm một chiếc xe buýt đưa đón cho sân bay ở đâu?
490773	vie	Cô gái đang vẽ tranh ở hàng đầu tiên là cháu gái của tôi.
490778	vie	Tôi đã bị cơn nóng làm ảnh hường.
490779	vie	Quyển sách này đọc thật thú vị.
490785	vie	Anh ta hẳn phải mất tự chủ mới cư xử như vậy.
490786	vie	Bạn có cần gí nữa không?
490789	vie	Bạn có muốn đi không?
490790	vie	Như tôi đã biết thì anh ta thật sự là một chàng trai tốt bụng.
490791	vie	Món đồ sứ vô giá đã bị vỡ thành nhiều mảnh.
490797	vie	Nhìn anh ta như thể đã không ăn gì trong nhiều ngày.
491471	vie	Báo cáo công tác giám sát khảo sát xây dựng
