5886	5255
5887	5257
5888	5259
5889	5260
5891	5263
5892	5264
5893	5268
5894	138774
5895	5270
5896	5271
5897	5276
5898	342138
5899	5278
5899	494184
3534096	5279
5901	74108
5902	138770
5903	139891
5905	5285
5906	5289
5907	5293
5908	5299
5909	5300
5910	5301
5911	5302
5912	5303
5913	5306
5914	5310
5915	5311
5916	5312
5917	5314
5918	349881
5920	5316
5921	136181
5922	138766
5926	136462
5928	75536
5931	136179
5935	138764
5940	236518
337899	162278
337901	81878
337904	144503
337907	188111
337910	110188
337916	161205
337922	219924
337931	189548
337936	200558
337947	154752
337949	138359
337950	163887
337951	156135
337955	198895
337957	204406
393371	93931
393373	161727
393375	189423
393376	220701
393379	106591
393382	106597
393383	106598
489434	186066
489451	115806
489771	2457065
489976	2457062
490533	2457054
490575	2457050
490592	76559
490601	168613
490613	86368
490617	151205
490619	150377
490662	2457034
490664	2457030
490676	2457027
490678	2457018
490682	152756
490694	85624
490722	146829
490725	125019
490740	233925
490745	210143
490765	214707
490773	170409
490786	138804
490790	167577
490797	110721
491940	182102
491946	230345
496217	200450
496231	190482
496285	96197
496288	205817
496292	146105
496300	138431
496388	153570
496395	195615
496396	198179
497676	497662
497692	224938
497705	185268
507654	142241
509043	472124
509097	116326
509100	116327
509113	116329
509117	116330
509571	124879
510156	90720
510200	180017
510201	87954
510203	87955
510220	156084
510224	201805
510406	122329
510443	342132
515073	4851
515851	79292
515869	158944
515872	458304
515883	109642
516736	115196
517647	186048
525388	2457289
537283	77214
592760	2457227
592865	91665
611312	124143
724154	154827
724154	2226649
837142	2457196
837201	2457397
893084	213116
893089	160975
893090	175526
893091	208284
893093	204608
893094	102189
893095	158693
893097	112310
893101	104248
893104	103891
893111	172206
893112	155573
893119	108138
893120	97092
893123	91110
893125	88286
893126	5320
893127	201830
893129	209217
893132	101412
893141	92862
893167	229642
893170	158719
893171	79972
893173	78212
893178	183007
893181	191390
893187	107913
893190	232656
893193	230217
893197	154583
893199	230237
893202	217380
893204	145168
893206	127280
893207	143859
893210	108787
893212	195921
893213	160455
893219	91327
893223	168334
893268	168448
893276	168449
893309	160739
893314	104498
893363	106079
893365	80380
893376	146932
893407	440756
893410	179100
893426	144285
893427	90116
934764	2457283
1509590	4913
1509591	78455
1509592	78455
1509596	109032
1510558	236632
1510560	234266
1510755	105058
1513719	175538
1513720	175538
1516041	137983
1547559	207264
1552451	1787430
1552486	424128
1552490	424128
1552523	215673
1552938	213057
1552939	213057
1552940	93995
1553798	749698
1577496	110986
1577499	110443
1577500	110443
1581172	1273307
1697163	175041
1697168	92746
1697190	87493
1697196	158095
1697236	164506
1697278	169998
1697289	92525
1697318	221928
1697332	85869
1697335	217091
1697338	192014
1697351	163804
1697378	115781
1697394	96434
1697402	87037
1697413	851017
1697421	195611
1699092	164118
1699097	100678
1699104	172944
1699107	143045
1699112	198120
1699116	127122
1699122	182968
1699125	104987
1699136	1154175
1699137	198642
1699141	197785
1699144	183287
1699146	111673
1699150	1019098
1699154	223659
1703019	192341
1706015	164136
1706016	164923
1706018	76715
1706020	1656306
1706022	189155
1706025	149572
1706027	184363
1706028	143741
1706031	174413
1706034	107556
1706046	975671
1706049	232585
1706055	116332
1706060	220737
1706064	172114
1706068	87561
1716270	112060
1716271	192614
1716273	145417
1716275	98954
1716278	1446092
1716298	234111
1716302	202716
1716319	79712
1716324	1502267
1716326	202793
1716329	147276
1716335	211696
1716337	205112
1716339	200634
1716352	117079
1716354	155166
1716984	206109
1716989	117140
1716992	155192
1717009	189543
1717018	159321
1717020	231754
1717026	93721
1717080	204398
1717084	104081
1717089	75354
1718520	234460
1718521	153552
1718529	113979
1718546	156509
1718547	122371
1718548	204857
1718550	1089522
1718551	231617
1727470	1198077
1727475	190645
1727484	207068
1727491	192083
1727495	99215
1727498	82827
1727504	235778
1727507	171488
1727511	154011
1727514	107527
1727521	491547
1727529	175601
1727543	226407
1727549	224521
1727554	95760
1727563	115384
1743516	108433
1743517	81403
1743518	207816
1743519	195873
1743523	123198
1743526	93579
1743527	88148
1743535	213610
1743545	632510
1743547	153833
1743553	1179138
1743563	159903
1743566	158409
1743612	151456
1743615	230252
1743618	201130
1750234	207150
1750235	99330
1750236	189336
1750737	225709
1750740	203338
1757124	89291
1757125	194326
1757126	187547
1757127	229430
1757131	202542
1757135	192619
1757141	163442
1757142	160918
1757144	77638
1759652	150251
1759654	193936
1759656	214889
1759657	158356
1759661	106905
1759666	77780
1759674	1107597
1759676	219814
1759677	231781
1759678	102674
1759679	216577
1759681	220660
1759684	145742
1759685	127163
1759686	112930
1759687	74474
1759688	114053
1759689	93064
1759690	113925
1759692	109615
1791267	143039
1791269	109403
1833187	91492
1833190	76098
1833193	214789
1833195	107134
1833198	190549
1833199	114117
1833202	90576
1833204	992085
1833212	1142220
1833217	228771
1833219	104660
1833222	102055
1833226	231365
1833229	152877
1833235	145586
1833241	92203
1833248	74910
1833253	235972
1833255	160613
1835232	229426
1835235	145807
1835237	99279
1835240	79544
1835244	148028
1835249	90537
1835250	108476
1835252	198366
1835255	145917
1835257	115215
1835259	152726
1835268	229787
1835272	209892
1836446	224130
1836450	126333
1836454	151077
1836455	149653
1836457	85418
1836460	175420
1836466	172087
1836474	124817
1836476	536931
1838412	114492
1838413	87623
1838414	1174219
1838417	138284
1838422	187556
1838423	169551
1838425	92145
1838432	231778
1838433	163363
1838435	89620
1950202	2457004
1954169	2457000
2047889	2456998
2047891	2456995
2047895	2456993
2080935	2456984
2217895	2456872
2217897	2456971
2507752	3366945
2507753	3366945
2507755	3366945
2639070	169717
2639076	219869
2639081	2869738
2639088	166446
2639092	187697
2639097	178849
2639100	136961
2639106	1782459
2639111	177803
2639115	122658
2639117	109166
2639136	1218560
2639148	140811
2639150	223705
2639152	108157
2639172	78605
2639193	189559
2639196	175506
2639210	97697
2639213	186724
2639214	157083
2639215	1022300
2639216	868177
2639218	141660
2639225	113088
2639226	1046221
2639227	211034
2639228	177723
2639231	142384
2639232	88987
2639233	88345
2639235	76481
2639237	1619881
2639238	186118
2639240	211830
2639241	184420
2639243	1746896
2639245	120242
2639247	150771
2639248	2141977
2639250	92548
2639251	2399312
2639252	85697
2639253	218414
2639254	114910
2639255	110919
2639256	108543
2639257	223826
2639258	160313
2639260	104066
2639264	99842
2639267	1754442
2639270	2409468
2639271	172380
2639272	154683
2639275	106069
2639277	89998
2652524	218776
2652525	209216
2652526	80306
2652527	147285
2652528	2413958
2652529	1569317
2652532	225348
2652536	164671
2652537	151597
2652539	1678510
2652542	162949
2652543	215208
2652544	91668
2652545	156141
2652548	205597
2652549	157842
2652551	219395
2652552	95236
2652554	77409
2652556	233160
2652558	170517
2652560	125257
2652561	88300
2652563	885340
2652568	4778
2652569	84435
2652570	83014
2652571	1508779
2652572	209050
2652744	2598478
2652745	210965
2652747	88343
2652751	174056
2652752	167808
2652753	98782
2652756	222256
2652763	166492
2652764	143866
2652766	117288
2652768	143236
2652769	89411
2652770	228562
2652771	918292
2652773	208026
2652774	168448
2652779	74741
2652782	1046151
2652785	89737
2652786	167035
2652788	187044
2654693	151788
2654694	207896
2654695	1683217
2654697	235759
2654699	166884
2654702	181627
2654703	137025
2654704	2147117
2654706	177979
2654708	155142
2654709	123103
2654710	216262
2654711	145724
2654712	119193
2654713	228011
2654715	108242
2654716	98746
2654717	186956
2654718	176741
2654719	76763
2654720	213343
2654723	178975
2654726	93208
2654727	234565
2654728	222694
2654730	186294
2654731	118808
2654732	192448
2654733	89885
2654734	92025
2654735	1170899
2654736	191352
2654737	84747
2654738	82717
2660126	189533
2660128	105669
2660133	1484924
2660134	794891
2660137	150619
2660139	86025
2661815	193230
2661816	97766
2661818	95593
2661820	1169655
2661824	150640
2661827	143695
2661829	141737
2661837	1076380
2661839	490787
2661845	158037
2661851	110365
2661853	93060
2661856	160261
2661858	126559
2661860	1780151
2661861	224847
2661862	211805
2661863	227040
2846301	211964
2846331	105242
2846345	142469
2846352	142469
2846371	136717
2846374	1484617
2846406	115521
2847867	153945
2847874	147330
2847876	92040
2847881	191733
2847882	229979
2847887	105786
2847889	86135
2854081	401113
2854093	2850263
2854126	1838410
2854132	108922
2854164	83626
2890672	168035
2890674	219695
2890683	171904
2895623	351856
2895624	212302
2899727	99868
2899887	206153
3228432	98339
749078	217056
3780719	174247
3780720	3598250
3780723	127131
3780725	171411
3780727	209046
3780732	875364
3780736	1130348
3813142	3812373
3813150	3807830
3813174	3807811
3813176	3807761
3813187	3804586
3813196	3804583
3813197	3804582
3813203	3801824
3813206	3785647
3813207	3785635
4080392	4079945
4178125	4171817
4178144	4166745
4178172	4148064
4178265	4055012
4178270	4052864
4178275	4052861
4178281	4051716
4178294	4022854
4178346	3990194
4184746	4173849
4184754	4104541
4184758	4095939
4184766	4006182
4184772	3886922
4184777	3884448
4184785	3882658
4184797	3882484
4184802	3882479
4184804	3878596
4184805	3878049
4184816	3709603
4184820	3703897
4184830	3700820
4184834	3689568
4184839	2530541
4184840	3682366
4184843	3677771
4187660	2192664
4187663	2210664
4187763	2675995
4187775	2313015
4198551	185007
571016	4198554
523276	4198556
4199964	4203329
4199954	4203332
4199935	4203333
4199924	4203334
4199902	4203341
4199889	4203342
4199877	4203346
4199857	4203350
4199840	4203356
4199840	4203358
4456402	154391
4605602	126714
4607389	4635645
515474	4635650
3539488	4635654
4635657	4635476
4635675	4632707
4635681	4632701
1554931	4659052
1554948	4659069
4302015	4659094
507661	4659104
513530	4659110
4302209	4716096
5759596	2583539
5759599	93434
5759601	98684
5759602	98684
5759604	110300
5759607	124825
5759615	165812
5759618	178687
5759630	78349
5759633	3384972
5759636	3384972
5759637	2902765
5759643	203309
5759650	2759787
5759662	1215216
5759665	4897935
5759668	108678
5759683	216792
5759693	227648
5759700	1184310
5759705	1590756
5759707	1590756
5759715	3399543
5759724	3563264
5759733	936300
5759738	2967659
5759745	233104
5759752	1869540
5759753	1869540
5759754	883812
5759757	114216
5759759	3616203
5759761	367068
5759765	5147296
5759770	1202175
5759775	1170307
5759785	2598542
5759790	2250471
5759791	2250471
5759793	148943
5759801	148687
5759812	4975876
5759817	3488541
5759820	1278238
5759822	1278238
5759829	1084369
5759837	105557
5759840	105557
5759847	4751
5759848	913499
5759851	79217
5759853	79217
5759855	119508
5759856	86857
5759860	1827971
5760662	2172643
5760663	2172643
5760672	409234
5760721	3468433
5761800	206875
5761821	182164
5761833	189135
5761843	1106159
5761848	88419
5761853	202793
5761856	202793
5761858	118946
5761898	224841
5761903	640587
5761913	770959
5761917	770959
5761932	1222707
5761945	1226201
5761961	187561
5761963	187561
6126523	85478
6126539	6089612
6126540	6116849
6126542	6110487
6126546	6060061
6171889	76330
6171891	79202
6205977	6203890
6205978	6183620
6207990	6207168
6216667	630583
6216668	4751
6216669	175045
6216670	5955874
6216671	142537
6216672	173631
6216673	769308
6216674	1166625
6216675	1166626
6216676	1301182
6216677	4810
6216678	145180
6216685	193152
6216687	1293330
6216688	1296647
6216692	3710861
6216693	4710
6216696	83377
6216698	83391
6216702	119670
6216703	125818
6216720	138951
6216722	170843
6216726	179417
6216728	187722
6216732	187729
6216734	187850
6216737	195390
6216738	195467
6216739	216011
6216740	217562
6216741	468677
6216744	764118
6216746	1034637
6216748	1035867
6216749	1061680
6216751	1068623
6227372	175640
6227375	5856859
6227376	5845065
6227379	5845225
6227577	5845226
515477	5856349
6246673	232196
6247994	5845192
6248434	5845191
6249315	5845183
6250633	5845176
6259441	5816275
6260324	5816271
6263854	5816267
6265616	5804558
6265617	5804556
6270898	5777106
6546651	1139919
6546652	1139919
6546653	1139919
6546654	1055248
6639457	157287
6639460	6537582
6639463	4975915
6639464	5067280
6639467	1614573
6639469	1661532
6639470	1452389
6639471	2446172
6919748	6850090
6919754	6910914
6919762	101932
6919779	1592974
6919786	120793
6919798	1164923
6919805	182424
6920001	186712
6924661	207964
7664038	3589612
7810773	7810771
7810802	7809267
8352328	1698428
8352329	7820258
8352330	2458949
8375113	202995
8794967	1594429
8794968	1553139
8794969	151748
8794970	171505
8794971	7432603
8794972	7432603
8794976	5059248
8794993	235870
8794996	1513305
8794998	869552
8794999	869552
8795001	8727083
8795003	83009
8795004	8767285
8795006	3465010
8795010	147462
8795011	2921197
8795012	1630393
8795013	203661
8795016	7463936
8795017	153684
8795018	2250873
8795021	74756
8795022	1047121
8795023	193801
8795024	86864
8795025	3488157
8795027	75776
8795040	3147338
8795041	105211
8795042	2982137
8795043	2982137
8795044	1524814
8795045	7290191
8795046	8697811
8795047	75971
8795048	2552851
8795049	1179193
8795050	1127556
8795052	8572184
8795053	97493
8795057	231744
8795058	1056394
8795059	88022
8795060	88022
8795062	95175
8795064	186420
8795065	91821
8795066	1642212
8795068	595919
8795071	143008
8795072	195757
8795074	156256
8795076	8215982
8795080	732489
8795081	1160740
8795082	1111515
8795090	554684
8795091	88800
8795092	1948931
8795093	110686
8795094	110686
8795095	99105
8795097	2974710
8795101	4772
8795102	4772
8795103	188025
8795105	227004
8795113	1142558
8795397	478172
8795398	155306
8795401	4313483
8795402	4313483
8795403	4313483
8795406	112834
8795409	87627
8795415	869866
8795419	385175
8795420	77671
8795421	105274
8795422	108457
8795423	108457
8795428	8739880
8795434	109838
8795437	8647239
8795439	2560192
8795443	504186
8795453	232928
8795455	74747
8795457	141471
8795460	8760282
8795464	105127
8795471	100632
8795474	8646281
8795478	82870
8795480	82870
8795483	99597
8795485	80015
8795486	1750492
8795490	1103612
8795492	3496675
8795497	222040
8795503	4307636
8795505	8785804
8795508	169667
1558282	8795514
592834	8795518
410148	8795525
8795532	5018809
8795534	2994186
8795536	1537111
8795537	175317
8795538	2978500
8795541	650720
8795556	126752
8795559	100109
8795563	1181164
8795575	8795055
8795578	2423918
8795579	2423918
8795580	92725
8795582	794757
8795583	1142910
8795584	113932
8795585	145740
8795586	145740
8795589	153791
8795592	2213089
8795593	4475068
8795595	8671032
8795598	8671032
8795601	8337035
8796106	210859
8796107	235120
8796108	1483509
8796113	3055681
8796115	704715
8796116	873991
8796118	1170804
8796120	8760276
8796121	3221009
8796123	426250
8796125	208774
8796131	4066608
8796132	91199
8796145	2354012
8796148	536941
8796153	8724463
8796156	2357393
8796158	230853
8796159	96846
8796161	96846
8796163	7989441
8796164	8505146
8796166	202641
8796168	202641
8796172	2255836
8796174	113825
8796176	5330
8796177	733112
8796185	123038
8796188	236241
8796190	1370493
8796197	137128
8796217	8610051
8796220	8610051
8796229	2432271
8796231	2432271
8796238	214230
8796239	214230
8796251	1177020
8796252	2962061
8796253	7459040
8796254	4898205
8796257	148404
8796261	162559
8796263	3386441
8796264	3069828
8796266	3263324
8796267	146319
8796269	146319
8796273	110859
8796277	2060595
8796284	3542745
8796288	230140
8796291	2060675
8796294	86194
8796297	78450
8796299	192992
8796301	192992
8796304	109706
8796341	3241575
8796349	4260419
8796352	235158
8796353	107167
8796354	202787
8796355	522240
8796356	522240
8796357	87957
8796360	228369
8796361	228369
8796375	1882984
8796376	1247646
8796377	182324
8796380	8218589
8796381	8218589
8796382	3597462
8796383	1185743
8796384	8608655
8796385	102890
8796388	1034896
8796390	123155
8796392	123155
8796394	123157
8796399	123158
8796401	123159
8796403	8537087
8796404	182459
8796406	235367
8796407	8407547
8796409	137805
8796410	156654
8796411	5401315
8796413	8564766
8796441	79404
8796442	221913
8796444	2349383
8796445	8653924
8796446	195184
8796449	116764
8796489	4058083
8796490	2575117
8796492	926739
8796493	926739
8796494	926739
8796496	1484771
8796498	176531
8798787	4751181
8798790	100964
8798795	7423705
8798796	4067626
8832929	3045969
8832930	3045969
8832931	223443
8832932	216784
8832934	4916459
8832935	4916459
8832947	3362245
8832948	122297
8832950	2976515
8832951	8692350
8832954	3598556
8832955	108220
8832956	3459012
8832958	156096
8832959	205027
8832960	467225
8832962	75782
8832963	417690
8832964	417690
8832965	417690
8832967	2230584
8832968	1184120
8832969	101776
8832970	101776
8832973	1678509
8832974	3697670
8832975	3697670
8832976	170310
8832984	3508003
8832987	197672
8832989	8596281
8832990	8596281
8833080	8601383
8833081	8601383
8833084	2147114
8833085	2976801
8833086	8663718
8833087	8663718
8833090	3416646
8833092	3416646
8833096	158574
8833099	179944
8833100	122744
8833101	8715763
8833102	2628417
8833106	230690
8833110	78455
8833111	78455
8833114	8606554
8833120	202454
8833125	142427
8833128	2994188
8833129	6768286
8833130	2633464
8833131	2633464
8833132	137863
8833134	137863
8833137	3084417
8834791	3099465
8834794	3555719
8834797	3555719
8834801	4808930
8834806	4808930
8834815	1744930
8834816	8649909
8834818	206984
8834820	8822258
8834823	196403
8834824	94314
8834825	94314
8834826	3030042
8834827	168644
8834828	168644
8834829	7928633
8834830	2620521
8834831	104074
8834832	4211955
8834833	97802
8834835	2982984
8834836	2040884
8834838	2183192
8834839	97602
8834841	109588
8834847	3360121
8834848	8499594
8834849	8499594
8834850	172290
8834854	457766
8834855	1752905
8834856	1752905
8834860	216667
8834861	1171805
8834862	1171805
8834863	203419
8834864	203419
8834865	2430004
8834866	3416647
8834868	7725420
8834869	105300
8834870	3588414
8834871	6537571
8834872	148957
8834874	177462
8834876	7841584
8834878	196353
8834879	8752766
8834880	8752766
8834881	2733322
8834882	2733322
8834883	162403
8834884	199227
8834885	104635
8834890	120349
8834893	3576162
8834894	519674
8834896	1125120
8834982	1053364
8834983	4562216
8834987	8218587
8834988	8218587
8834989	196973
8834992	162039
8834993	124371
8834998	107125
8834999	107125
8835001	1471095
8835003	1471095
8835004	5777118
8835005	8571201
8835006	1484659
8835007	2480836
8835010	219736
8835011	219736
8835012	2152549
8835013	2152549
8835014	98900
8835015	78048
8835017	5089278
8835020	7577107
8835021	137285
8835022	137285
8835023	3241752
8835025	1160359
8835026	3254606
8835030	195719
8835031	76908
8835032	3555721
8835033	222657
8835034	1147601
8835035	1147601
8835036	8611550
8835037	2465253
8835038	506939
8835039	506939
8835041	2221077
8835043	2221077
8835073	5335
8835077	184602
8835080	142372
8835082	97521
8835085	8618078
8835086	99738
8835088	77460
8835089	2494080
8835090	8762190
8835092	3551846
8835093	160501
8835098	889675
8835100	3652304
8836608	5020254
8836609	8799209
8836610	8799209
8836611	196497
8836612	404097
8836613	177890
8836614	8724483
8836615	3756046
8836617	3756046
8836618	1204011
8836619	3033143
8836620	158149
8836621	93397
8836624	3590947
8836625	2486214
8836628	3591824
8836629	3596332
8836631	104068
8836632	8826489
8836633	8555768
8836635	1822914
8836636	3402640
8836637	152960
8836642	3472037
8836643	1483654
8836646	2183394
8836648	86278
8836650	8702713
8836651	8730567
8836653	3069842
8836655	894636
8836657	742855
8836658	630413
8836659	170014
8836660	8610887
8836662	508001
8836663	155884
8836664	5120
8836666	1166908
8836668	6850114
8836669	4518867
8836670	8736613
8836672	1425596
8836674	188054
8836675	77847
8836677	7798801
8836678	3368845
8836679	4865678
8836680	770362
8836681	8810236
8836682	985101
8836974	163073
8836976	1036820
8836977	188539
8836978	81576
8836979	3080575
8836981	99785
8836984	2303029
8836985	684616
8836986	684616
8836991	77771
8836993	4562206
8836997	2351673
8836998	4562433
8837000	200589
8837001	4046041
5744	154717
8837002	154717
8837004	5259
8837005	7729424
8837007	2197709
8837008	8728797
8837009	115640
8839333	1485599
8839334	1485599
8839336	7468259
8839339	8670999
8839340	8670999
8839341	2176052
8839342	2176052
8839344	829660
8839346	2340025
8839350	8596662
8839352	3322577
8839354	174534
8839355	174534
8839358	3416575
8839359	2462799
8839360	90888
8839362	541962
8839363	2242013
8839365	236705
8839366	200854
8839367	200854
8839369	2980395
8839372	3598302
8839374	3563463
8839376	3563463
8839378	1035911
8839380	1035911
8839382	235347
8839384	221978
8839394	146581
8839399	219585
8839401	219585
8839404	3368848
8839408	103060
8839410	103060
8839414	96703
8839416	96703
8839421	8839420
8839428	8839425
8839433	185789
8839434	87183
8839438	8839437
8839441	5675035
8839444	175405
8839445	175405
8839446	182697
8839448	91506
8839453	173071
8839457	4778525
8839463	3045948
8839465	3045948
8839466	91888
8839467	2458721
8839468	2458721
8839469	2199779
8839471	3621720
8839473	3621720
8839474	3621720
8839478	220979
8839481	219711
8839482	115831
8839486	8839485
8839487	2263370
8839488	109563
8839489	7834217
8839490	7834217
8839491	8513255
8839493	84952
8839494	8728778
8839495	8728778
8839496	229491
8839497	502576
8839499	8839498
8839500	2472445
8839501	2472445
8839502	74166
8839503	74166
8839504	3357837
8839505	3357837
8839507	2672723
8839508	1174885
8839509	3743668
8839510	3367044
8839511	3367044
8839512	3555520
8839513	235891
8839514	3479315
8839726	2860840
8839728	7903927
8839736	8667898
8839742	395857
8839745	395857
8839757	4268688
8839760	4268688
8839768	143744
8839770	236228
8839775	189402
8839779	110592
8839785	92951
8839786	92951
8839793	189705
8839795	77268
8839797	4307419
8839801	869875
8839810	3957661
8839814	4919272
8839819	3073504
8839835	1221799
8839836	160752
8839842	3241781
8839848	234907
8839854	1074105
8839868	230177
8839869	203461
8839871	203461
3306920	157160
8839873	74660
8839874	74660
8839875	2615607
8839877	145561
8839881	8553912
8839882	8553912
8839884	194097
8839886	110287
8839887	2409468
8839890	74610
8839891	8750590
8839892	8750590
8839894	3391790
8839895	8727074
8839897	192585
8839898	192585
8839904	150137
8839906	459035
8839907	87891
8839909	87891
8839912	3322539
8839914	8596281
8839916	8738070
8839917	8738070
8839919	77404
8839920	195443
8839922	1215186
8839924	171543
8839926	8724682
8839927	146506
8839928	424584
8839929	424584
8839930	8568858
8839931	1219164
8839932	3029979
8839933	1174266
8839934	1174266
8839935	1176925
8839936	1176925
8839938	78505
8839939	81018
8839940	99741
8841542	3418319
8841544	3418319
8841545	215039
8841546	215039
8841550	2132474
8841554	7562278
8841555	2142078
8841558	165252
8841561	111042
8841565	1089529
8841568	125458
8841569	125458
8841571	174729
8841575	1055497
8843101	3476985
8843103	211713
8843105	80874
8843106	80874
8843110	2278923
8843112	2278923
8843113	1642183
8843115	1642183
8843118	1037387
8843121	200777
8843125	203913
8843128	203913
8843130	104216
8843133	1533167
8843134	1239540
8843136	1239540
8843138	1239540
8843141	936219
8843150	107707
8843159	114034
8843160	114034
8843167	3460708
8843173	2696395
8843181	3116364
8843189	157541
8843191	157541
8843194	2275604
8843195	2275604
8843196	2860773
8843199	988132
8843202	988132
8843204	112372
8843211	5388515
8843220	78301
8843223	78301
8843228	171479
8843232	8625127
8843234	104218
8843237	104218
8843239	991953
8843240	991953
8843251	1153186
8843259	142339
8843260	142339
8843265	997214
8843777	8843775
8845510	2976759
8845512	3060523
8845513	179239
8845516	8726970
8845517	8002482
8845519	8002482
8847719	8847718
8847724	8847723
8847727	8847726
8847729	2737681
8847731	3607443
8847732	3607443
8847734	4191551
8847735	226459
8847737	8586235
8847738	455531
8847739	432685
8847744	3475201
8847745	1134602
8847747	3716096
8847748	7486091
8847749	7486091
8847752	222116
8847753	139829
8847754	139829
8847755	139829
8847756	182493
8847757	182493
8847758	7807855
8847759	3564079
8847760	3564079
8847761	152381
8847781	2094450
8847782	2271800
8847783	2141433
8847784	1611112
8847786	3643247
8847787	3500115
8847788	2140041
8847791	169669
8850490	234784
8850492	1131276
8850493	1680776
8850508	2692387
8850509	2692387
8850510	2665740
8850515	2665740
8850525	177387
8850544	402581
8850576	3460761
8850626	184207
8853626	107921
8853627	107921
8853628	3491589
8853629	569242
8853630	153941
8853631	2669173
8853632	8576247
8854357	136806
8854358	2704991
8854359	149534
8854360	8799317
8854361	2298199
8854363	1771553
8854364	160750
8854365	160750
8854522	2277759
8854527	184389
8854529	1490076
8854530	829613
8854536	8768320
8854541	5020232
8854547	7977680
8854548	3219284
8854552	94254
8854555	82951
8854558	2684210
8854560	4704198
8854562	2985825
8854564	179505
8854573	1347335
8854574	146468
8861420	3588500
8861421	204306
8861422	215912
8861423	113454
8861424	2212270
8861428	77242
8861430	2431699
8861431	1638021
8861432	77558
8861433	8576265
8865573	237469
8865575	7492645
8865577	224463
8865581	235939
8865584	2263563
8865587	76053
8865588	1729294
8865790	124836
8868815	2375011
8868816	167401
8868817	199205
8868818	199205
8868819	3455738
8868820	8616017
8868821	2129986
8870191	174931
8870547	117407
8874002	206596
8874005	2030654
8875212	90390
8875213	162179
8875214	89249
8875215	991871
8875216	6909086
8875217	573954
8875219	3507377
8875220	122719
8875222	143684
8875223	167120
8875225	460322
8875226	8705967
8875228	5001794
8875229	902917
8875230	1063558
8875233	187656
8875234	112062
8875235	1132993
8875236	147792
8875237	147792
8875239	2260013
8875240	184777
8875243	8592806
8875244	1121929
8875247	127205
8875248	2609319
8875327	186204
8875328	8016877
8875332	504466
8875333	5777190
8875334	233818
8875474	140789
8875490	97123
8878068	2214683
8878071	108812
8878074	3279424
8878080	74541
8878083	89655
8878086	2976754
8878088	8534162
8878093	1244624
8878095	2491373
8878739	8878736
8878758	8878757
8878762	8878760
8878766	8878765
8878768	8878767
8878771	8878770
8881168	8881167
8881169	1213481
8881170	778248
8881171	175671
8881172	3496838
8881173	1773037
8881175	2499663
8881176	90751
8881177	8616139
8881179	192868
8881180	1086141
8881181	156353
8884450	230854
8884463	1240938
8884464	533471
8884465	2060259
8884586	166194
8884589	77606
8884691	100710
8884791	1233778
8884793	1233774
8884835	8884833
8887029	97531
8887030	8715769
8887033	1046599
8887034	1023579
8887035	1620947
8887036	6618713
8887038	235302
8887039	8337028
8887040	3418061
8887041	165456
8887043	2097873
8887047	2171510
8887049	109956
8887051	8851070
8887052	235089
8887055	3358045
8887059	4214949
8887060	8726795
8887062	236398
8887063	147466
8887065	192905
8887068	111316
8887074	169273
8887075	1560170
8887076	1560170
8887082	146366
8887085	8866718
8887101	1615328
8887102	120353
8887103	145740
8887105	3450161
8887106	2301866
6216749	79149
8887112	79149
8887116	2478378
